timestamp,alert_type,severity,message
2026-02-15 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 06:00:00+00:00: 624 W above normal for this time of day.
2026-02-15 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 06:15:00+00:00: 702 W above normal for this time of day.
2026-02-15 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 06:30:00+00:00: 785 W above normal for this time of day.
2026-02-15 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 06:45:00+00:00: 868 W above normal for this time of day.
2026-02-15 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 08:00:00+00:00: 3881 W above normal for this time of day.
2026-02-15 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 08:15:00+00:00: 3724 W above normal for this time of day.
2026-02-15 10:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 10:15:00+00:00: 2196 W above normal for this time of day.
2026-02-15 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 21:00:00+00:00: 2348 W above normal for this time of day.
2026-02-15 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 21:15:00+00:00: 1911 W above normal for this time of day.
2026-02-15 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 21:30:00+00:00: 2244 W above normal for this time of day.
2026-02-15 21:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 21:45:00+00:00: 1950 W above normal for this time of day.
2026-02-15 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 22:00:00+00:00: 1794 W above normal for this time of day.
2026-02-15 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 22:15:00+00:00: 1672 W above normal for this time of day.
2026-02-15 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 22:30:00+00:00: 1541 W above normal for this time of day.
2026-02-15 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 22:45:00+00:00: 1312 W above normal for this time of day.
2026-02-15 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 23:00:00+00:00: 893 W above normal for this time of day.
2026-02-15 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 23:15:00+00:00: 862 W above normal for this time of day.
2026-02-15 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 23:30:00+00:00: 662 W above normal for this time of day.
2026-02-15 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-15 23:45:00+00:00: 478 W above normal for this time of day.
2026-02-16 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 06:00:00+00:00: 570 W above normal for this time of day.
2026-02-16 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 06:15:00+00:00: 582 W above normal for this time of day.
2026-02-16 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 06:30:00+00:00: 658 W above normal for this time of day.
2026-02-16 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 06:45:00+00:00: 799 W above normal for this time of day.
2026-02-16 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 08:00:00+00:00: 3540 W above normal for this time of day.
2026-02-16 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 08:15:00+00:00: 3523 W above normal for this time of day.
2026-02-16 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 21:00:00+00:00: 1997 W above normal for this time of day.
2026-02-16 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 21:15:00+00:00: 2192 W above normal for this time of day.
2026-02-16 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 22:00:00+00:00: 1800 W above normal for this time of day.
2026-02-16 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 22:15:00+00:00: 1516 W above normal for this time of day.
2026-02-16 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 22:30:00+00:00: 1253 W above normal for this time of day.
2026-02-16 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 22:45:00+00:00: 1208 W above normal for this time of day.
2026-02-16 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 23:00:00+00:00: 857 W above normal for this time of day.
2026-02-16 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 23:15:00+00:00: 728 W above normal for this time of day.
2026-02-16 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 23:30:00+00:00: 564 W above normal for this time of day.
2026-02-16 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-16 23:45:00+00:00: 452 W above normal for this time of day.
2026-02-17 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 06:00:00+00:00: 791 W above normal for this time of day.
2026-02-17 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 06:15:00+00:00: 850 W above normal for this time of day.
2026-02-17 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 06:30:00+00:00: 1175 W above normal for this time of day.
2026-02-17 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 06:45:00+00:00: 1127 W above normal for this time of day.
2026-02-17 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 08:00:00+00:00: 4000 W above normal for this time of day.
2026-02-17 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 08:15:00+00:00: 3681 W above normal for this time of day.
2026-02-17 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 21:00:00+00:00: 2441 W above normal for this time of day.
2026-02-17 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 21:15:00+00:00: 1919 W above normal for this time of day.
2026-02-17 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 21:30:00+00:00: 1851 W above normal for this time of day.
2026-02-17 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 22:00:00+00:00: 1751 W above normal for this time of day.
2026-02-17 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 22:15:00+00:00: 1417 W above normal for this time of day.
2026-02-17 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 22:30:00+00:00: 1058 W above normal for this time of day.
2026-02-17 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 22:45:00+00:00: 1045 W above normal for this time of day.
2026-02-17 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 23:00:00+00:00: 770 W above normal for this time of day.
2026-02-17 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 23:15:00+00:00: 694 W above normal for this time of day.
2026-02-17 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 23:30:00+00:00: 490 W above normal for this time of day.
2026-02-17 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-17 23:45:00+00:00: 452 W above normal for this time of day.
2026-02-18 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 06:00:00+00:00: 806 W above normal for this time of day.
2026-02-18 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 06:15:00+00:00: 1046 W above normal for this time of day.
2026-02-18 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 06:30:00+00:00: 1093 W above normal for this time of day.
2026-02-18 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 06:45:00+00:00: 1064 W above normal for this time of day.
2026-02-18 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 08:00:00+00:00: 3986 W above normal for this time of day.
2026-02-18 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 08:15:00+00:00: 3495 W above normal for this time of day.
2026-02-18 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 21:00:00+00:00: 2095 W above normal for this time of day.
2026-02-18 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 22:00:00+00:00: 1502 W above normal for this time of day.
2026-02-18 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 22:15:00+00:00: 1474 W above normal for this time of day.
2026-02-18 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 22:30:00+00:00: 1218 W above normal for this time of day.
2026-02-18 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 22:45:00+00:00: 980 W above normal for this time of day.
2026-02-18 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 23:00:00+00:00: 730 W above normal for this time of day.
2026-02-18 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 23:15:00+00:00: 612 W above normal for this time of day.
2026-02-18 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 23:30:00+00:00: 536 W above normal for this time of day.
2026-02-18 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-18 23:45:00+00:00: 450 W above normal for this time of day.
2026-02-19 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 06:00:00+00:00: 888 W above normal for this time of day.
2026-02-19 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 06:15:00+00:00: 915 W above normal for this time of day.
2026-02-19 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 06:30:00+00:00: 1056 W above normal for this time of day.
2026-02-19 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 06:45:00+00:00: 970 W above normal for this time of day.
2026-02-19 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 08:00:00+00:00: 3580 W above normal for this time of day.
2026-02-19 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 08:15:00+00:00: 3439 W above normal for this time of day.
2026-02-19 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 21:15:00+00:00: 1851 W above normal for this time of day.
2026-02-19 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 22:00:00+00:00: 1528 W above normal for this time of day.
2026-02-19 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 22:15:00+00:00: 1361 W above normal for this time of day.
2026-02-19 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 22:30:00+00:00: 1327 W above normal for this time of day.
2026-02-19 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 23:00:00+00:00: 845 W above normal for this time of day.
2026-02-19 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 23:15:00+00:00: 713 W above normal for this time of day.
2026-02-19 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 23:30:00+00:00: 498 W above normal for this time of day.
2026-02-19 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-19 23:45:00+00:00: 451 W above normal for this time of day.
2026-02-20 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 06:00:00+00:00: 788 W above normal for this time of day.
2026-02-20 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 06:15:00+00:00: 892 W above normal for this time of day.
2026-02-20 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 06:30:00+00:00: 936 W above normal for this time of day.
2026-02-20 06:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 06:45:00+00:00: 1100 W above normal for this time of day.
2026-02-20 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 08:00:00+00:00: 3770 W above normal for this time of day.
2026-02-20 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 08:15:00+00:00: 3632 W above normal for this time of day.
2026-02-20 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 21:00:00+00:00: 1920 W above normal for this time of day.
2026-02-20 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 21:15:00+00:00: 2043 W above normal for this time of day.
2026-02-20 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 22:00:00+00:00: 1341 W above normal for this time of day.
2026-02-20 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 22:15:00+00:00: 1408 W above normal for this time of day.
2026-02-20 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 22:30:00+00:00: 1245 W above normal for this time of day.
2026-02-20 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 23:00:00+00:00: 742 W above normal for this time of day.
2026-02-20 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 23:15:00+00:00: 715 W above normal for this time of day.
2026-02-20 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 23:30:00+00:00: 598 W above normal for this time of day.
2026-02-20 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-20 23:45:00+00:00: 465 W above normal for this time of day.
2026-02-21 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 06:00:00+00:00: 810 W above normal for this time of day.
2026-02-21 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 06:15:00+00:00: 914 W above normal for this time of day.
2026-02-21 06:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 06:30:00+00:00: 1227 W above normal for this time of day.
2026-02-21 08:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 08:00:00+00:00: 4011 W above normal for this time of day.
2026-02-21 08:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 08:15:00+00:00: 3941 W above normal for this time of day.
2026-02-21 21:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 21:00:00+00:00: 1928 W above normal for this time of day.
2026-02-21 21:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 21:15:00+00:00: 2285 W above normal for this time of day.
2026-02-21 21:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 21:30:00+00:00: 2023 W above normal for this time of day.
2026-02-21 22:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 22:00:00+00:00: 1789 W above normal for this time of day.
2026-02-21 22:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 22:15:00+00:00: 1674 W above normal for this time of day.
2026-02-21 22:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 22:30:00+00:00: 1268 W above normal for this time of day.
2026-02-21 22:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 22:45:00+00:00: 1114 W above normal for this time of day.
2026-02-21 23:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 23:00:00+00:00: 1007 W above normal for this time of day.
2026-02-21 23:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 23:15:00+00:00: 712 W above normal for this time of day.
2026-02-21 23:30:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 23:30:00+00:00: 624 W above normal for this time of day.
2026-02-21 23:45:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-21 23:45:00+00:00: 517 W above normal for this time of day.
2026-02-22 06:00:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 06:00:00+00:00: 525 W above normal for this time of day.
2026-02-22 06:15:00+00:00,elevated_consumption,info,Elevated consumption at 2026-02-22 06:15:00+00:00: 639 W above normal for this time of day.
